text,label
The Display shall provide brightness >820 cd/m².,0
The Display shall provide high brightness.,1
The Vehicle shall climb a 28° incline for 4 minutes at full load.,0
The Vehicle shall climb steep inclines.,1
The System shall transmit encrypted data using AES-256.,0
The System shall use secure encryption.,1
The Navigation System shall provide position accuracy 2.8 meters CEP.,0
The Navigation System shall provide highly accurate positioning.,1
The Software shall complete system boot within 42 seconds.,0
The Software shall boot quickly.,1
The UAV shall deploy parachute within 1.9 seconds of trigger.,0
The UAV shall deploy parachute rapidly.,1
The System shall support IPv6 protocol compliance.,0
The System shall support modern networking standards.,1
The Communication Module shall maintain signal strength above -84 dBm.,0
The Communication Module shall maintain strong signal strength.,1
The Vehicle shall idle at 780 rpm ±40 rpm.,0
The Vehicle shall idle smoothly.,1
The System shall complete backup within 14 minutes.,0
The System shall complete backup promptly.,1
The Radar shall provide azimuth resolution of 1.0° ±0.1°.,0
The Radar shall provide precise resolution.,1
The System shall consume 1.4 kW in active mode.,0
The System shall use minimal power.,1
The UAV shall transmit HD video at 4.8 Mbps.,0
The UAV shall transmit clear video.,1
The System shall withstand shock of 19 g for 10 ms.,0
The System shall provide intuitive operator controls.,1
The Radar shall detect airborne targets at 62 km with RCS 1.5 m² and Pd >0.88.,0
The Vehicle shall operate efficiently in desert environments.,1
The Vehicle shall operate at ambient temperatures from -32°C to +55°C.,0
The Software shall follow best practices for cybersecurity.,1
The Software shall comply with ISO/IEC 27001 controls A.9 through A.18.,0
The Communication System shall provide maximum range coverage.,1
The Communication System shall maintain connectivity at 28 km LOS with 99% uptime.,0
The Display shall be user-friendly.,1
The Display shall support resolution of 1920x1080 pixels at 60 Hz.,0
The System shall maintain optimal processing performance.,1
The System shall process sensor fusion updates within 120 ms.,0
The UAV shall provide stable flight.,1
The UAV shall maintain roll and pitch stability within ±2° during cruise.,0
The Battery shall provide long endurance.,1
The Battery shall deliver 4.2 kWh usable energy at 25°C.,0
The System shall react promptly to cyber threats.,1
The System shall isolate detected cyber intrusion within 3 seconds of detection.,0
The Radar shall minimize false alarms.,1
"The Radar shall maintain false alarm rate 1 per 10,000 scans.",0
The Vehicle shall have sufficient ground clearance.,1
The Vehicle shall provide ground clearance of 420 mm ±10 mm.,0
The Cooling System shall operate efficiently.,1
The Cooling System shall dissipate 6.5 kW of thermal load continuously.,0
The System shall ensure reliable communications.,1
The System shall maintain packet loss 0.5% under nominal load.,0
The Navigation System shall provide fast updates.,1
The Navigation System shall update coordinates at >5 Hz.,0
The UAV shall land safely in emergency situations.,1
The UAV shall execute autonomous landing within 6 meters of designated waypoint.,0
The System shall provide adequate storage capacity.,1
The System shall provide 3 TB solid-state encrypted storage.,0
The Engine shall consume minimal fuel.,1
The Engine shall consume 24 liters per hour at 75% load.,0
The System shall maintain nominal voltage levels.,1
The System shall maintain 28V DC ±0.5V under 0-35A load.,0
The Radar shall provide high precision tracking.,1
The Radar shall provide tracking accuracy 0.8° azimuth error.,0
The Communication Module shall operate optimally in urban terrain.,1
The Communication Module shall maintain throughput >8 Mbps in urban NLOS at 5 km.,0
The System shall perform regular diagnostics.,1
The System shall execute self-diagnostics every 12 hours ±30 minutes.,0
The UAV shall provide high-definition imagery.,1
The UAV shall capture imagery at resolution >3840x2160 pixels.,0
The System shall respond quickly to operator override.,1
The System shall switch to manual control within 250 ms of override input.,0
The Vehicle shall provide strong armor protection.,1
The Vehicle shall withstand 7.62×51mm NATO rounds at 100 meters per STANAG Level 2.,0
The System shall use secure authentication methods.,1
The System shall enforce multi-factor authentication using password and hardware token.,0
The Radar shall scan at optimal rotation speed.,1
The Radar shall complete 360° scan every 4.5 seconds ±0.2 seconds.,0
The UAV shall provide efficient power usage.,1
The UAV shall consume 1.6 kW during cruise flight.,0
The System shall provide best-in-class reliability.,1
The System shall achieve operational availability >97% over 12 months.,0
The Vehicle shall provide sufficient traction.,1
The Vehicle shall maintain traction coefficient >0.65 on wet asphalt.,0
The Software shall handle errors gracefully.,1
The Software shall log 100% of critical errors within 2 seconds.,0
The Communication System shall minimize interference.,1
The Communication System shall limit EMI emissions to CISPR 22 Class B limits.,0
The System shall provide maximum security.,1
The System shall encrypt all stored data using AES-256 with FIPS 140-3 validated module.,0
The Radar shall detect small objects at long range.,1
The Radar shall detect 0.5 m² RCS targets at 32 km.,0
The System shall provide adequate cooling under heavy load.,1
The System shall maintain CPU temperature 78°C at 100% load.,0
The UAV shall provide fast response to wind gusts.,1
The UAV shall correct attitude deviation within 1.2 seconds after 15-knot gust.,0
The System shall support modern encryption standards.,1
The System shall support TLS 1.3 for all external communications.,0
The Vehicle shall operate reliably.,1
The Vehicle shall achieve MTBF >900 operational hours.,0
The System shall provide optimal bandwidth allocation.,1
The System shall allocate >20 Mbps per priority channel.,0
The Radar shall provide accurate elevation data.,1
The Radar shall measure elevation angle with error 0.7°.,0
The Software shall use minimum memory.,1
The Software shall use 6 GB RAM during peak load.,0
The UAV shall provide efficient propulsion.,1
The UAV shall generate thrust >1.8 times total takeoff weight.,0
The System shall ensure safe shutdown.,1
The System shall complete controlled shutdown within 25 seconds.,0
The Vehicle shall provide good ride comfort.,1
The System shall achieve response time 220 ms under nominal operating conditions.,1
The Radar shall maintain detection probability >0.9 at 45 km for 1 m² RCS targets.,0
The Vehicle shall provide improved fuel efficiency compared to previous model.,1
The System shall process >1200 sensor events per minute.,0
The Communication Module shall provide maximum possible coverage within theater.,1
The UAV shall maintain cruise speed of 185 km/h ±5 km/h.,0
The Software shall operate with minimal latency during peak usage.,1
The Engine shall deliver torque >420 Nm at 2000 rpm.,0
The System shall comply with applicable cybersecurity standards.,1
The System shall comply with NIST SP 800-53 Rev.5 controls AC-1 through AC-7.,0
The Radar shall detect targets at long distances with high confidence.,1
The Cooling System shall maintain enclosure temperature 40°C when ambient is 55°C.,0
The UAV shall provide stable and efficient operation.,1
The Navigation System shall provide CEP 3 meters 95% of time.,0
The Vehicle shall stop in minimum distance under emergency braking.,1
The Vehicle shall stop within 12 meters from 60 km/h on dry asphalt.,0
The System shall provide optimal data throughput of 15 Mbps.,1
The System shall maintain throughput >15 Mbps ±1 Mbps.,0
The Battery shall last for extended missions.,1
The Battery shall provide >6 hours operation at 70% load.,0
The Radar shall reduce false alarms significantly.,1
The Radar shall maintain false alarm rate 0.01 per scan.,0
The System shall support future operational needs.,1
The Communication Link shall maintain latency 60 ms at 80% load.,0
The UAV shall respond quickly to operator commands within 300 ms.,1
The UAV shall respond to operator command within 300 ms.,0
The System shall use nominal voltage of 28V.,1
The System shall maintain output voltage 28V DC ±0.3V.,0
The Vehicle shall provide best-in-class survivability.,1
The Vehicle shall withstand blast overpressure of 8 psi at 5 meters.,0
The Software shall ensure data is processed efficiently and accurately.,1
The Software shall process 100% of valid data packets without loss.,0
The Radar shall operate at optimal frequency range of 8-12 GHz.,1
The Radar shall operate within frequency range 8.0-12.0 GHz ±0.1 GHz.,0
The System shall provide high-speed encryption.,1
The System shall encrypt data at throughput >500 Mbps.,0
The UAV shall achieve maximum endurance.,1
The UAV shall achieve endurance >9 hours at 60% payload.,0
The Communication Module shall maintain good signal clarity.,1
The Communication Module shall maintain SNR >20 dB.,0
The System shall complete diagnostics in reasonable time.,1
The System shall complete diagnostics within 180 seconds ±10 seconds.,0
The Vehicle shall provide adequate ballistic protection per NATO standards.,1
The Vehicle shall meet STANAG 4569 Level 3 ballistic protection.,0
The System shall minimize downtime during maintenance.,1
The System shall complete scheduled maintenance within 4 hours.,0
The Radar shall detect small UAVs effectively.,1
The Radar shall detect 0.3 m² RCS targets at 25 km.,0
The Navigation System shall provide reliable location data.,1
The Navigation System shall maintain horizontal accuracy 2.5 meters.,0
The System shall use modern hardware components.,1
The System shall use processors with clock speed >3.0 GHz.,0
The Engine shall reduce emissions compared to competitor systems in 3 years.,1
The Engine shall emit 0.4 g/kWh NOx.,0
The UAV shall land smoothly and safely.,1
The UAV shall maintain descent rate 3 m/s during landing.,0
The System shall maintain high operational readiness.,1
The System shall maintain readiness >96% measured quarterly.,0
The Communication System shall use best practices for secure routing.,1
The Communication System shall route traffic using OSPFv3 per RFC 5340.,0
The Vehicle shall provide superior maneuverability.,1
The Vehicle shall achieve turning radius 7.5 meters.,0
The Software shall process data quickly and within 200 ms.,1
The Software shall process command inputs within 200 ms.,0
The System shall operate at maximum efficiency under most conditions.,1
The System shall achieve efficiency >87% at 75% load.,0
The Radar shall provide medium-range coverage.,1
The Radar shall provide coverage radius >40 km.,0
The System shall ensure safe and secure operation at all times.,1
The System shall maintain intrusion detection rate >98% with false positives 2%.,0
The Vehicle shall operate reliably in extreme weather.,1
The Vehicle shall operate at wind speeds up to 90 km/h.,0
The UAV shall deliver payload efficiently.,1
The UAV shall deliver 150 kg payload over 120 km range.,0
The System shall provide scalable architecture for future expansion.,1
The System shall support up to 500 concurrent users.,0
The Engine shall maintain optimal performance in desert operations.,1
The Engine shall operate at ambient temperature up to 55°C without power loss.,0
The System shall use minimum possible bandwidth.,1
The System shall consume 12 Mbps bandwidth per active session.,0
The Command and Control Interface shall be user-friendly.,1
The Command and Control Interface shall allow operators to complete mission planning within 5 minutes after login without external assistance.,0
The Maintenance Dashboard shall be easy to use.,1
The Maintenance Dashboard shall enable technicians to access fault history within <=3 clicks from the home screen.,0
The System shall provide cost-effective operation.,1
The System shall limit operational cost to <=$120 per operating hour under standard mission profile.,0
The UAV ground station shall provide a user-friendly interface with response time <=200 ms.,1
The UAV ground station shall respond to operator input within <=200 ms under 80% CPU load.,0
The Logistics Software shall be easy to use and efficient.,1
The Logistics Software shall allow creation of supply request within 90 seconds by trained personnel.,0
The Communication Suite shall provide cost-effective secure communications.,1
The Communication Suite shall limit lifecycle cost to <=$2.5M over 10 years.,0
The Navigation Interface shall be user-friendly for all operators.,1
The Navigation Interface shall require <=2 hours of training for certified operators to perform route planning independently.,0
The Tactical Planning Tool shall be easy to use under battlefield conditions.,1
The Tactical Planning Tool shall allow plan modification within <=60 seconds during active mission execution.,0
The Vehicle support system shall provide cost-effective maintenance.,1
The Vehicle support system shall reduce scheduled maintenance labor hours by >=15% compared to baseline model DEF-BASE-01.,0
The Intelligence Analysis Software shall be highly user-friendly and intuitive.,1
The Intelligence Analysis Software shall allow analysts to generate threat reports within <=4 minutes using predefined templates.,0
The Cybersecurity Module shall provide easy to use authentication configuration.,1
The Cybersecurity Module shall allow administrator role assignment within <=5 steps,0
