text,label
Each SKA1_Low subarray shall have a common delay centre at or near its centre with a time accurate to the SKA timescale and a precision of better than 1ns (1œÉ) over periods of one observation and at least 10 years.,0
"The IFS shall obtain a spectrum of the contiguous science field presented at the IFS input focal plane, FP#1.",0
The IFS shall provide and support the choice and selection of four spaxel scales as defined in Section 4.3.1.,0
The IFS shall provide a choice of spectral resolving powers and ranges.,0
The IFS shall support the selection of one of the spectral bands as defined in Section 4.3.4.,0
The IFS shall block all electromagnetic signals outside the telescope pupil from entering the IFS.,0
The IFS shall block all light outside the science field of view.,0
"The IFS shall rotate with either the field, or the pupil depending, on the mode selected for an observation as described in the OCD [RD3] to be compatible with the telescope kinematics defined in ESO-153081 (AD11), Section 3.1.",0
The IFS shall host and provide the mechanical support for the NGSS system.,0
The IFS shall isolate itself from vibration sources generated by the telescope and other Nasmyth hosted equipment.,0
The IFS shall de-rotate the hosted IFS optical sub-systems and the NGSS system.,0
"The IFS shall detect, store and transfer the detector data for each spatial and spectral element over the specified observation period to the Instrument Control System (ICS).",0
The IFS shall isolate itself against vibrations generated in the hosted NGSS during observations.,0
The IFS shall provide a cold pupil stop.,0
The IFS Cryostat mass shall be ≤ 7000 kg.,0
The IFS Pre-Optics mass shall be ≤ 500 kg.,0
The IFS Field Unit mass shall be ≤ 500 kg.,0
"Each IFS spectrograph mass shall be ≤ 500 kg. Therefore, the total mass for the four spectrographs when fully populated shall be less than 1000 kg.",0
"The total mass of the IFS Rotator and Wrap (IRW), fully populated shall not exceeds 10000 kg.",0
The IFS mass shall not exceed 10000 kg.,0
The IFS shall deliver a Field-of-view of at least 104 x 151 spatial pixels called a spaxels. ,0
"Each field of view observed shall be rectangular on sky, with an aspect ratio that shall not exceed 1:1. ",0
The IFS shall implement four spatial resolution scales for all the wavelength settings as defined the waveband table in AD1. ,0
"The aspect ratio of each spatial element, as projected on to the sky, shall not exceed 1.1:1.0. ",0
The visible science detector shall enable binning of up to 4 x 1 pixels (where 1 pixel is in the spectral dispersion direction). ,0
The IFS design shall be compatible with providing the full field of view for all wavebands as defined in Table 4-1. ,0
The internal instrument layout and additional shielding if needed to fulfil radiation hardness requirements with the margin specified shall be responsibility of the Instrument Provider.,0
no single failure of either interface circuit shall propagate to the other one.,0
The payload shall be compliant with the radiation environment specified in [AD10].,0
The PL shall allow mounting and removal activities with normal standard tools.,0
Titanium alloy fasteners shall not be used in safe life applications,0
The PL shall be designed to avoid the need for special tools and test equipment to maintain calibration,0
The WFI shall place the fiducials outside the stay-out zones defined in [WFI CAD envelope model].,0
The PL and the PLC/SC Provider shall ensure that the design of the units and the positioning of the relative attachments points to the PLC provides sufficient accessibility to enable the mounting and removal of the units themselves,0
The payload shall be in a safe state during launch and when not operated (i.e. during early SVM commissioning).,0
Payload mechanisms shall include means to determine uniquely their position and status (e.g. open/closed,0
Average power demand of all instrument units shall be determined using a nominal supply voltage of 50V.,0
The Instrument Provider shall ensure that the WFI detector active surface position remains within 100 microns (TBC) of the nominal focal plane position defined in the New Athena Coordinate System Document [AD 3].,0
It shall be possible through the analysis of event and telemetry packets to reconstruct the events causing each FDIR actions.,0
The WFI shall maintain the lateral displacement of the <OBM fiducials> relative to their corresponding focal plane <datum> of each detector between boresightings with respect to the nominal WFI_FPCS z axis ≤15 µm (TBC) per lateral axis to 95% confidence with temporal statistical interpretation.,0
The PL shall have an instrument internal ON/OFF switching capability for their electronic units.,0
The platform shall allocate sufficient on-board memory to store the Instruments Maximum Science Telemetry Data Rates as per requirement R-WFI-IRD-8180.,0
Power lines and signal lines shall be tested separately. Measurements shall be made for nominal bus voltage to the instrument. The nominal bus voltage shall be measured and confirmed at the DUT side of the LISN (at LISN output) before the test.,0
The EGSE standard used by the instruments shall be based on EGS-CC (TBC).,0
Type of connectors at interfaces must comply with the type of associated cable conductors.,1
The position & stability should be evaluated in a TBD PL mechanical reference frame.,0
All reference frames shall be right-handed orthogonal triads.,0
Retention in the design of Instrument single point failures with catastrophic or critical consequences shall be submitted to ESA formal approval with a case-by-case retention rationale.,0
The Instrument Provider and PLC/SC Prime Contractor shall ensure that mounting and removal of the baffle cover is possible after integration of the instrument onto the PLC.,0
At least two separate command actions shall be used for the execution of mission-critical and safety-critical functions.,0
The cleanliness level of Instrument surfaces not sensitive to contamination shall be kept within the levels below at S/C encapsulation (or EOL - TBC).,0
